id,Location
9.70739546794099E+017,Ipoh Perak
9.7073954417265E+017,"Long Island City, NY"
9.70739540192387E+017,"Burlington, VT"
9.70739439243842E+017,DJxG9@icloud.com 
9.70739439071912E+017,"Paincourtville, LA"
9.70739430234513E+017,"الرياض, المملكة العربية السعود"
9.70739393358123E+017,"England, United Kingdom"
9.70739387020599E+017,International
9.70739379219157E+017,Johannesburg
9.70739374903132E+017,"East London, South Africa"
9.70739365445099E+017,"South Africa, Rustenburg."
9.70739282427163E+017,
9.70739270788026E+017,"Georgia, USA"
9.70739269848445E+017,
9.70739247152955E+017,West Coast
9.70739235215962E+017,"Vancouver, BC"
9.70739222104588E+017,Chicago
9.70739214034797E+017,"England, United Kingdom"
9.70739179662578E+017,
9.70739154295382E+017,"Columbus, OH"
9.70739134879814E+017,
9.70739128450146E+017,
9.70739112796983E+017,
9.70739094258151E+017,
9.70739087287243E+017,“Chicago”
9.70739064189129E+017,"Arab, AL"
9.70739015807898E+017,"Toronto, Ontario"
9.70739013253583E+017,
9.70738902515569E+017,
9.70738899076157E+017,"Indianapolis, IN"
9.70738875982266E+017,
9.70738851818897E+017,"Montréal, Québec"
9.70738845929976E+017,"Toronto, Ontario"
9.70738837298275E+017,Cosmos
9.70738792188531E+017,The wild wild west
9.70738790758171E+017,* I've Been Everywhere * Trump the United States of America * #USA #NRA
9.70738781119766E+017,Southern California 
9.70738709980041E+017,Phoenix Metropolitan Area
9.70738678115938E+017,Auradon
9.70738664438301E+017,U.S.S Discovery
9.70738662886474E+017,Rustenburg.
9.70738643747987E+017,"Llanelli, Wales"
9.70738643257225E+017,"Do VD, para o mundo..."
9.70738603520229E+017,
9.70738561053069E+017,"London, UK"
9.70738540375102E+017,"Lagos, Nigeria"
9.70738526374437E+017,
9.70738519588123E+017,"South Africa, Rustenburg."
9.70738497240912E+017,www.writersprofitguide.com
9.70738495345095E+017,"North Miami, Florida "
9.70738487346344E+017,
9.70738451669807E+017,"Nashville, TN"
9.70738450369536E+017,"Devon, England"
9.70738428559155E+017,Wolverhampton
9.70738419885396E+017,
9.70738396556595E+017,BFE ➡️ Ohio University
9.70738350599656E+017,"Indiana, USA"
9.70738350389801E+017,"Yardley, PA"
9.70738342760501E+017,"Columbus, OH"
9.70738333201597E+017,"Niterói, Rio de Janeiro, Brasil"
9.70738325136052E+017,Spain/UK 
9.7073832382317E+017,Queens New York City
9.7073829924864E+017,"Rio Grand Valley, NM"
9.70738245968507E+017,"Leeds, England"
9.70738245377167E+017,Kjikujikwitk||Eastern Passage 
9.70738241484804E+017,Boston
9.70738188309451E+017,"Rio de Janeiro, Brasil"
9.70738155493216E+017,"West Columbia, SC"
9.70738093811818E+017,"New Orleans, LA"
9.70738083623768E+017,"Rio de Janeiro, Brazil"
9.70738055979196E+017,
9.7073803758295E+017,BEVELE RIOS
9.70738001490907E+017,Midwest
9.70737996801696E+017,"Guilford, Maine"
9.7073798626141E+017,Sofa
9.70737982398521E+017,"Plotting, USA"
9.70737972369904E+017,
9.70737969526166E+017,"Richmond Hill, Ontario"
9.7073794326979E+017,In Roman's Yard... luxury!
9.70737942737097E+017,South Ockendon 
9.70737914173887E+017,"Soweto, South Africa 🇿🇦"
9.70737909832864E+017,Sidebar Nation✌️
9.7073786218138E+017,"minnesota land of 10,000 lakes"
9.70737861694804E+017,
9.70737801212977E+017,
9.7073779616716E+017,
9.70737750466072E+017,RJ
9.70737743373455E+017,"Brooklyn, NY"
9.70737736876511E+017,
9.70737730748641E+017,
9.70737712901878E+017,"Pretoria, South Africa"
9.70737709387002E+017,United States
9.70737708669788E+017,Brasil
9.70737702739043E+017,
9.70737638419255E+017,"Arizona, USA"
9.70737636074717E+017,
9.7073763007277E+017,RJ
9.70737601689907E+017,Metro New York
9.7073757245132E+017,Idk
9.70737536220807E+017,
9.70737528218227E+017,Central USA
9.70737516025385E+017,Cleveland
9.70737502532391E+017,"Greenville, SC"
9.7073746498492E+017,Rio de Janeiro 
9.70737459377131E+017,"Centreville, VA"
9.70737458873807E+017,
9.7073745057332E+017,"Decherd, TN"
9.70737424816005E+017,
9.70737413952889E+017,Sao Januario
9.70737398211662E+017,
9.70737383602782E+017,
9.70737352187564E+017,"Minneapolis, MN"
9.70737349939401E+017,Alrewas
9.70737327097221E+017,Hatfield
9.70737320860307E+017,1/2 bro twins | 🇧🇷🇨🇦
9.70737276505526E+017,
9.70737276446638E+017,
9.7073726156111E+017,
9.7073725821395E+017,"San Diego, CA"
9.70737218493989E+017,"Rio Grand Valley, NM"
9.7073721549097E+017,UK
9.70737213762888E+017,
9.7073713113095E+017,"Birnin Kebbi, Kebbi state"
9.70737120498409E+017,"Milwaukee, WI"
9.70737104220238E+017,Hogwarts | 01-04-18
9.70737098700607E+017,
9.70737098306208E+017,ลังแมว
9.70737082179183E+017,South Africa 
9.70737071781503E+017,"Chicago, IL"
9.70737056707162E+017,"Fort Worth, TX"
9.70737051564958E+017,global soul // nyc + dc 
9.70737044380008E+017,Narnia
9.70737042392011E+017,NYC
9.70737022720774E+017,"Ohio, USA"
9.70737014394962E+017,Smith Alberta Canada
9.70737002822894E+017,
9.70736996426617E+017,"Hull, England"
9.70757428873781E+017,
9.70757425866461E+017,Bra
9.7075741718417E+017,BCN-Catalunya
9.70757396665684E+017,
9.70757377694847E+017,"São Gonçalo, Brasil"
9.70757370866479E+017,"Massachusetts, USA"
9.707573591098E+017,Fun sized spaces
9.70757347881648E+017,"Enid, OK"
9.70757347579703E+017,"Santiago, Chile"
9.70757344190636E+017,الجنة موطني ♡
9.70757314960675E+017,Na sua rs
9.70757310208504E+017,Rio de Janeiro
9.70757306341315E+017,"Baton Rouge, LA"
9.70757305552769E+017,"Belgium, inside a waffle house"
9.70757301589209E+017,"São Gonçalo, Brasil"
9.70757277165785E+017,New York
9.70757263723041E+017,
9.70757218198065E+017,𝔰𝔩𝔶𝔱𝔥𝔢𝔯𝔦𝔫
9.70757218026115E+017,"São Gonçalo, Brasil"
9.70757206168756E+017,"Chicago, IL"
9.70757199243989E+017,"Toronto, Canada"
9.7075719879929E+017,NAU
9.7075719031008E+017,
9.70757183649526E+017,pg
9.70757169711927E+017,
9.70757137612919E+017,"Oakland County, Michigan"
9.70757124300202E+017,"Zagreb, Croatia"
9.70757025192854E+017,"Washington, the state"
9.70757015629914E+017,United States
9.7075699747679E+017,
9.70756979181474E+017,"Ålesund, Norway"
9.70756930774893E+017,"London, England"
9.70756896440406E+017,المملكة العربية السعودية
9.70756888504734E+017,"Niterói, Brasil7"
9.70756875070276E+017,Everywhere
9.70756838214943E+017,they/them
9.70756834163413E+017,
9.7075677611844E+017,
9.70756775686283E+017,"Ventura, California"
9.70756770766443E+017,UK
9.70756753045541E+017,"Columbus,OH - E. LivingstonAve"
9.70756715426796E+017,rj // bxd
9.70756709206589E+017,"San Marcos, TX "
9.70756681331282E+017,minding my bidness. 
9.70756679808799E+017,
9.7075667320687E+017,UCSF/SFGH
9.70756654689149E+017,pg
9.70756644501045E+017,"Los Angeles, CA"
9.70756638843003E+017,
9.70756623990952E+017,
9.70756621315072E+017,Global
9.70756613392028E+017,"New York, NY"
9.70756568953209E+017,"TN, USA"
9.70756563207053E+017,LaLa Land
9.70756552914358E+017,Slums 
9.7075654220211E+017,Rio de Janeiro
9.70756541732348E+017,radford
9.70756541308723E+017,"Gotha (without \""m\""), Germany "
9.70756537240244E+017,"Lanús Oeste, Argentina"
9.70756532689191E+017,Oxnard ca
9.70756509595525E+017,pg
9.70756508198801E+017,"Daytona,Florida"
9.70756496010162E+017,"West Palm Beach, FL"
9.70756493376078E+017,
9.70756484131848E+017,
9.70756445770846E+017,"Belgium, inside a waffle house"
9.70756445179392E+017,New York
9.70756419514438E+017,Maricá❤ e no seu❤
9.70756415630533E+017,
9.70756395950686E+017,"Ventura, California"
9.7075639407607E+017,"England, United Kingdom"
9.707563773491E+017,"Boston, MA"
9.70756288224399E+017,
9.7075622608137E+017,"Alberta, Canada"
9.70756213272031E+017,"Clarington, Ontario"
9.70756197232951E+017,"Hazard, KY"
9.70756183421104E+017,Somewhere in Nevada
9.70756181802279E+017,
9.70756177893253E+017,"Clearwater, FL"
9.70756165339635E+017,
9.70756160394531E+017,"Windhoek, Namibia"
9.70756146830172E+017,crvg - fcb // 
9.70756144728891E+017,
9.7075608524943E+017,Na sua rs
9.70756077104058E+017,"Kilmacanogue, Ireland"
9.70756068623167E+017,
9.70756050822615E+017,Mobile
9.70756024822051E+017,Johannesburg_South Africa
9.70755983428342E+017,"San Jose, CA"
9.70755979829809E+017,"Las Urbinas 17, Providencia"
9.70755962486243E+017,
9.70755950259839E+017,
9.70755939832947E+017,"Rio de Janeiro, Brazil"
9.70755929909146E+017,
9.70755900117016E+017,
9.70755897483055E+017,The galaxy of Transylvania
9.70755893666173E+017,World
9.70755889132163E+017,لدينا مترجمين للبحوث والدراسات
9.70755885281759E+017,Los Angeles
9.70755878428299E+017,IOWA
9.70755871524475E+017,Kingdom of Wakanda
9.70755869431431E+017,
9.70755862213087E+017,"Madison, WI"
9.70755847168188E+017,"Trumbull, CT"
9.70755842264961E+017,"Salem, Oregon"
9.70755831712101E+017,New York
9.70755829719806E+017,Minneapolis 
9.70755823302599E+017,Tilted Towers
9.70755774585582E+017,Rio de Janeiro
9.70755771075125E+017,
9.70755758601196E+017,
9.70755678632423E+017,"Port Washington, NY"
9.70755654943207E+017,"Lanús Oeste, Argentina"
9.70755650253918E+017,"Riyadh, Kingdom of Saudi Arabia"
9.70755630666482E+017,
9.70755610454168E+017,Chicago
9.70755604917772E+017,
9.70755598034854E+017,"New York, USA"
9.70755590954906E+017,"Vosloorus, South Africa"
9.70755555655549E+017,in a seceret hideout somewhere
9.70755550609858E+017,"Riyadh, Kingdom of Saudi Arabia"
9.70755539461427E+017,"Dayton, Ohio"
9.70755520025055E+017,
9.70755509249814E+017,"Randfontein, South Africa"
9.70755494972453E+017,
9.70755479713575E+017,
9.70755477939376E+017,
9.70755447291556E+017,Wales
9.70755431667728E+017,Chicago
9.70755422800892E+017,"Outer Space, planet Belgica"
9.70755420582236E+017,"Maceió, Brasil"
9.70755377502486E+017,"Rio de Janeiro, Brazil"
9.70755357789295E+017,"Armagh, Northern Ireland"
9.70755336545145E+017,JHB | PTA 
9.70755325631652E+017,Maceió
9.70755320510407E+017,"Belgium, inside a waffle house"
9.70755313052787E+017,New York
9.70755305133846E+017,Canberra
9.70755280505098E+017,"I miss you, NJ"
9.70755267045548E+017,Rio de Janeiro/ Brasil
9.70755250700341E+017,block cash masters & hatefulSW
9.70755227438678E+017,"South East, England"
9.70755212465115E+017,"La Plata, Argentina"
9.70755170937311E+017,Global
9.70755167942598E+017,
9.70755149672088E+017,"Knoxville, Tennessee"
9.70755141942038E+017,"Tujunga, CA"
9.70755118890213E+017,"NYC, Long Island, Stamford"
9.70755116256162E+017,"Tonkawa Lands/Austin, TX"
9.70755094781317E+017,London
9.70755087093129E+017,Comunidade Nova Brasília
9.7075508669467E+017,
9.70755073482613E+017,Aetherium
9.70755046173495E+017,
9.70755041551254E+017,"California, USA"
9.70755024396661E+017,
9.7075501056804E+017,"Durban, South Africa"
9.70754988120125E+017,"Kanpur, India"
9.7075494818202E+017,"Michigan City, IN"
9.70754943765316E+017,"Dundee, South Africa"
9.70754924668703E+017,"Matatiel ,Durban, South Africa"
9.70754916712047E+017,
9.70754887876334E+017,Na sua rs
9.70754886857085E+017,"Pretoria, South Africa"
9.7075488379947E+017,Devon
9.7075488098501E+017,Dublin City University
9.70754819521737E+017,Finland
9.70754805575618E+017,
9.70754793575797E+017,"Guayaquil, Ecuador"
9.70754749724324E+017,
9.70754721932771E+017,"Liverpool, England"
9.7075467665116E+017,
9.70754670569259E+017,"Brantford, Ontario"
9.70754662470242E+017,"Boca Raton, FL"
9.70754654320476E+017,you come here often? 
9.70754614822932E+017,Somewhere
9.7075461452084E+017,"Shelton, CT"
9.70754581910229E+017,somewhere minding mine
9.70754578277978E+017,
9.70754556832469E+017,meta: beijar carlson young
9.70754542278267E+017,CLUBE DE REGATAS DO FLAMENGO❤️
9.70754539312878E+017,"Virginia Beach, VA"
9.70754522674074E+017,Guatemala
9.70754506010096E+017,Somewhere
9.70754479464346E+017,Na sua rs
9.70754462737425E+017,Na sua rs
9.70754440071402E+017,Na sua rs
9.70754427987444E+017,Surabaya
9.70754426616144E+017,Na sua rs
9.70754417212445E+017,
9.70754410769994E+017,
9.7075441055196E+017,London 
9.70754404579242E+017,
9.70754403417362E+017,the world online
9.7075439493648E+017,"Virginia Beach, VA"
9.70754394080842E+017,Brunei 
9.70754381275595E+017,"Colorado Springs, CO"
9.70754376150155E+017,"EASTSIDE, New Orleans "
9.70754356432826E+017,CPT x JHB
9.7075433318364E+017,MNL PH
9.70754330449072E+017,Balneário Camboriú
9.70754318876987E+017,Na sua rs
9.70754305014641E+017,"Hawaii, USA"
9.70754284118774E+017,
9.7075428255019E+017,"Eastern cape,lusikisiki"
9.70754273578537E+017,Lebanon
9.70754255110881E+017,
9.70754242523869E+017,
9.70754220554146E+017,
9.70754220466102E+017,isa dia mads nat kyna
9.70754192875839E+017,"Arizona, USA"
9.70754125351834E+017,PEI
9.70754123468591E+017,"Divinópolis, Brasil"
9.7075409982097E+017,"California, USA"
9.70754086663574E+017,CLUBE DE REGATAS DO FLAMENGO❤️
9.70754085686333E+017,"Gauteng,Johustleburg,EastRand,"
9.70754057479557E+017,"Florida, USA"
9.70754053301924E+017,"Lawndale, Ca"
9.70754046394077E+017,Canada
9.70754035581104E+017,
9.70754025535787E+017,chris ❤️
9.70754014399824E+017,Na sua rs
9.70753997739983E+017,Backwoods WA
9.70753989611487E+017,
9.70753983085187E+017,"Memphis, TN"
9.70753970896478E+017,"San Diego, CA"
9.70753964667953E+017,
9.70753958263362E+017,United States
9.70753939112124E+017,
9.70753933324022E+017,
9.70753927514747E+017,a beautiful island in BC
9.70753917947711E+017,
9.70753917234614E+017,
9.70753913111576E+017,"Memphis, TN"
9.70753910368604E+017,
9.70753892962243E+017,"California, USA"
9.70753864281412E+017,Cascadia
9.70753849324724E+017,"Dallas, TX"
9.70753798145741E+017,Sardinia
9.7075376264924E+017,behind you.
9.70753745041543E+017,"Santa Ana, CA"
9.70753735638086E+017,"Santiago, Brasil"
9.70753735432507E+017,"MI by birth, NC by choice"
9.70753723340239E+017,"Las Vegas, NV"
9.70753721113154E+017,jadope
9.70753717703205E+017," Bravehearted, OH. FEMALE. "
9.70753710346396E+017,
9.7075367141906E+017,"Virginia Beach, VA"
9.70753646068724E+017,"Fingal, Ireland"
9.70753635561943E+017,"Boston, MA"
9.70753629123678E+017,"Ottawa, ON"
9.70753582969606E+017,Chris'lynn Donye' my 
9.7075357120034E+017,MindyoBidness
9.70753567874277E+017,"Austin, TX"
9.70753556398604E+017,"Vanderbijlpark, South Africa"
9.70753533816394E+017,"Edmonton, Alberta"
9.70753512580833E+017,"Havai, USA"
9.707535121152E+017,"Austin, TX"
9.70753504431231E+017,Just outside of Durham
9.7075349650398E+017,Maine
9.70753427214143E+017,Brasil
9.70753384486785E+017,Southern California
9.70753381504639E+017,"Passyunk, Philadelphia"
9.70753377096348E+017,"New York, New York"
9.7075337648402E+017,USA
9.70753350080713E+017,
9.70753349564985E+017,"Downingtown, PA"
9.70753348810035E+017,"Willow Grove, PA"
9.70753334582788E+017,she/her | bi/poly | entp | USA
9.70753330304741E+017,Toronto
9.70753326408069E+017,
9.70753313972146E+017,"Pelotas, Rio Grande do Sul"
9.7075326832973E+017,"Pelotas, Rio Grande do Sul"
9.70753263409795E+017,"New Braunfels, TX"
9.70753251388862E+017,Florida
9.70753242983535E+017,Newfoundland and Labrador
9.70753240848654E+017,Yorkshire Yorkshire Yorkshire.
9.70753188914659E+017,Ciudad de mexico
9.70753176570823E+017,Austria
9.70753176289804E+017,W. Hollywood FL USA
9.70753175077704E+017,Newcastle
9.70753131251405E+017,Global
9.70753097713816E+017,"New York, NY"
9.70753097453667E+017,
9.70753094857486E+017,
9.70753092999352E+017,Indy 
9.70753073504227E+017,
9.70753032353927E+017,
9.70753023168348E+017,East Coast
9.70752996018618E+017,Central New York
9.7075299405149E+017,
9.70752990280847E+017,
9.70752950971879E+017,El Mundo
9.70752931116077E+017,"Santos, Brasil"
9.70752895862927E+017,Madrid (Spain)
9.70752885213446E+017,
9.70752879530332E+017,VA
9.70752864539771E+017,New York
9.70752863994557E+017,Hohenfels 🇩🇪
9.70752849511625E+017,"Santiago, Chile"
9.70752807912595E+017,Not Russia 
9.70752797577752E+017,"Washington, DC/Cleveland, OH"
9.70752791366062E+017,
9.70752788585206E+017,
9.70752770415514E+017,Ottawa 
9.70752752791024E+017,
9.70752736726803E+017,"Pretoria, South Africa"
9.70752730615644E+017,"Brooklyn, NY"
9.70752705831559E+017,"I miss you, NJ"
9.70752692543869E+017,Pembrokeshire
9.70752691713597E+017,"Valparaíso, Chile"
9.70752691029848E+017,gauteng
9.70752683543024E+017,"MI by birth, NC by choice"
9.70752682792313E+017,Where's the nearest pizza joint?
9.70752679441027E+017,"Vigevano, Lombardia"
9.70752644083003E+017,❝~ 𝓞 ~ ℰ𝓢~𝓡𝓐 ~~❞
9.7075261843472E+017,Toronto
9.70752616245293E+017,Anywere I Am Welome
9.70752611359056E+017,"Ipanema, Rio de Janeiro, Brasil"
9.70752610625118E+017,
9.70752591377392E+017,
9.70752572163346E+017,"ÜT: 50.187467,-5.435642"
9.70752556363284E+017,Complexo de Nova
9.70752555222552E+017,"New York, NY"
9.70752555155325E+017,in the clouds
9.7075254816766E+017,"Seattle, WA"
9.70752522972488E+017,
9.70752508669948E+017,"Suitland, MD"
9.70752491947282E+017,"Chicago, Illinois"
9.70752480433856E+017,
9.70752468350009E+017,Nashville
9.70752461777465E+017,Sydney
9.70752457109369E+017,"Alberton,Gauteng"
9.70752446254502E+017,"London, UK"
9.70752434317357E+017,"Las Vegas, NV"
9.70752428768416E+017,
9.70752416235868E+017,
9.70752415313158E+017,"Amsterdam, Nederland"
9.7075236464588E+017,Neverland
9.70752351513477E+017,London * Reading * United Kingdom
9.70752300317803E+017,"Dimera Mansion, Salem USA"
9.70752297029415E+017,California
9.70752241186427E+017,"Rohnert Park, CA"
9.70752225780863E+017,"New Jersey, USA"
9.70752223696208E+017,
9.70752223469822E+017,"Rio Grande Valley, TX"
9.70752182013186E+017,"California, USA"
9.70752177735111E+017,"Rochester, NY, USA"
9.70752107660837E+017,
9.7075210292557E+017,"Phalaborwa, South Africa"
9.70752094603968E+017,"New York, NY"
9.70752091479331E+017,Viña del Mar
9.7075209027976E+017,"Garanhuns, Brasil"
9.70752089776427E+017,"Aston, Pennsylvania"
9.70752089336042E+017,"West Chester, PA"
9.7075208262513E+017,
9.70752058700607E+017,
9.70752048865186E+017,WI
9.70752044276638E+017,"City island, New York City"
9.70752007630881E+017,Virginia
9.7075199809722E+017,"San Francisco, CA"
9.70751986063888E+017,Nação Rubro Negra
9.70751963452379E+017,"Franklin,NJ"
9.70751961132872E+017,long island
9.70751955147608E+017,"New York, New York"
9.70751946012398E+017,Tra le braccia di Cameron
9.70751898822128E+017,Norf Sac
9.70751895450079E+017,"Chicago, Illinois"
9.70751876860908E+017,"San Antonio, TX"
9.70751863770566E+017,"Stellenbosch, South Africa"
9.70751828076868E+017,"Salamanca, Guanajuato"
9.70751823274496E+017,"Chicago, Illinois"
9.7075181248675E+017,"Kent, OH"
9.70751805373272E+017,United States
9.70751792127599E+017,"Born in UK, but now in Italy"
9.70751761144312E+017,Fucksgivenville
9.70751748037136E+017,USA
9.70751744933233E+017,"California, USA"
9.70751635810009E+017,"Madera, CA"
9.707516245482E+017,Canada
9.70751611059491E+017,"na sua,rs"
9.7075154366548E+017,United Kingdom
9.70751515181842E+017,radford||gloucester
9.70751488837477E+017,"Bangu, Rio de Janeiro"
9.70751466490221E+017,"Shirley, MA"
9.70751409544086E+017,University of Arizona
9.70751408470463E+017,Cockend
9.7075137809945E+017,
9.70751358428238E+017,
9.70751343584563E+017,United States
9.70751341311165E+017,Rio de Janeiro
9.70751339839021E+017,
9.70751313180054E+017,"Saldanha, Western Cape"
9.70751302253925E+017,"Seattle, WA"
9.70751297967284E+017,"Nottingham, England"
9.70751256162718E+017,"Nova Scotia, Canada"
9.7075125342364E+017,pullman Wa 
9.70751225082901E+017,United Kingdom
9.70751222553735E+017,Belgrade
9.70751218879488E+017,"Atlanta, GA"
9.70751211661152E+017,"Boston, MA"
9.70751195080831E+017,New York
9.7075118028349E+017,
9.70751142828348E+017,
9.70751080622682E+017,"Jacksonville, FL"
9.70751061752361E+017,"Rio de Janeiro, Brazil"
9.70751052403429E+017,"Loja, Ecuador"
9.70751028558795E+017,das costas do cristo RJ
9.70751021029974E+017,
9.70751020740502E+017,
9.70751011106312E+017,Toronto
9.70751009810276E+017,
9.70750987190358E+017,"Toronto, Ontario"
9.7075098552943E+017,"Nashville, TN"
9.70750974682952E+017,"Washington, D.C."
9.70750966134919E+017,
9.70750946962825E+017,"Santiago, Chile"
9.70750945847001E+017,SJSU!!!!
9.7075094056228E+017,North Bay
9.70750914742161E+017,"Narberth, PA"
9.7075089751611E+017,Tanzania
9.70750885361046E+017,"Ithaca, NY"
9.70750880625713E+017,
9.70750872610226E+017,At Work 
9.7075084016742E+017,USA
9.7075080990967E+017,Malta
9.70750807095366E+017,"Redding, CA"
9.70750792130056E+017,Bromsgrove
9.70750771099816E+017,"ÜT: -26.2289159,27.8358249"
9.7075073573761E+017,Hyperbolic time chamber. 
9.70750711947583E+017,Corée de l'ouest de l'UE 
9.70750711674831E+017,Beginning of my journey
9.70750706943709E+017,España Costa Blanca. 
9.70750698110488E+017,"New York, USA"
9.7075067903907E+017,"Wake Forest, NC"
9.70750665566732E+017,Burnaby
9.70750653160149E+017,
9.70750641600713E+017,All Around The World
9.70750630800191E+017,
9.70750630783468E+017,
9.7075062097306E+017,Brasil
9.70750616594272E+017,"Chicago,IL USA"
9.70750583803138E+017,United States
9.70750580388958E+017,By Sheer Wight of Numbers.
9.70750445798003E+017,"Houston, TX  Kingwood 🕇"
9.70750437535244E+017,
9.70750437317075E+017,"Rio de Janeiro, Brasil"
9.70750431700902E+017,Brooklyn
9.70750409013912E+017,rib / 20 
9.70750394208064E+017,Belgrade
9.70750389279777E+017,
9.7075037734271E+017,Gotham
9.70750367985275E+017,"Medellín, Colombia"
9.70750360204861E+017,
9.70750355171693E+017,
9.70750347256922E+017,fluffalo
9.7075033946805E+017,The great Republic of Texas
9.70750322577756E+017,
9.70750321071935E+017,"Washington, D.C."
9.7075031796815E+017,"Edenvale, South Africa"
9.70750315187274E+017,
9.70750307545174E+017,"earth, milky way"
9.70750305464996E+017,"West Palm Beach, FL"
9.70750304001102E+017,Glasgow
9.70750278428279E+017," Walla Walla, WA  "
9.70750267560882E+017,"Melbourne, Victoria"
9.70750243926106E+017,
9.70750233897591E+017,"Rio de Janeiro, Brasil"
9.70750232299323E+017,Edmonton
9.70750223306908E+017,South Africa
9.70750211491533E+017,Rio de Janeiro
9.70750200833753E+017,"Paradise Valley, AZ"
9.70750191644172E+017,"Rio de Janeiro, RJ"
9.70750185273004E+017,لبناني
9.70750164137898E+017,New Jersey.
9.70750149562655E+017,
9.70750146211471E+017,"USA, UK, Europe"
9.70750143543857E+017,"Guayaquil, Ecuador"
9.70750122136163E+017,
9.70750105723785E+017,Merseyside
9.70750084886381E+017,
9.70750076665651E+017,Global
9.70750035171463E+017,
9.70749968976896E+017,Drury
9.70749968536523E+017,Long Island
9.70749957404791E+017,
9.70749953680331E+017,"Aberdeen, Scotland"
9.70749895899574E+017,"Querétaro, Querétaro Arteaga"
9.7074985245911E+017,"Amsterdam, The Netherlands"
9.70749841801347E+017,"São Paulo, Brasil"
9.70749819378598E+017,"Tucker, GA"
9.70749816388059E+017,"São João de Meriti, Brasil"
9.7074981213084E+017,snapchat- adamjforrester2
9.70749801418646E+017,Csu⚓️ Mechanical Engineering 
9.70749783492133E+017,
9.70749743545639E+017,Ohio
9.70749731990327E+017,"Medford, OR"
9.70749709223678E+017,United Kingdom
9.70749691762762E+017,"Brasília, Brasil"
9.70749666936611E+017,last layer
9.70749613186699E+017,
9.70749598393389E+017,Nilópolis
9.70749597940404E+017,Jozi - M'sotra
9.70749597076222E+017,Australia
9.70749594245255E+017,"Pennsylvania, USA"
9.70749588742296E+017,USA
9.7074958177964E+017,
9.7074957534992E+017,Southside With Jughead Jones💕
9.70749574217421E+017,"Kendall, FL"
9.70749571889541E+017,"Pinner, Middlesex"
9.70749562976657E+017,
9.70749547751269E+017,in your head
9.70749532580565E+017,"Niterói, Rio de Janeiro"
9.70749526167441E+017,
9.70749524695241E+017,"Austin, TX"
9.70749523793498E+017,Florida
9.7074951812275E+017,#Westend
9.70749515304227E+017,United States
9.70749497180607E+017,Nashville
9.70749492403241E+017,
9.7074946842445E+017,"orion arm, milky way galaxy"
9.7074946582825E+017,Kimberley|Bloemfontein
9.70749464339255E+017,FT™ | uwu™ | Abbey ♥
9.70749448602219E+017,
9.70749435948028E+017,Maryland
9.70749422526173E+017,North London
9.70749419430863E+017,Guayaquil - Ecuador
9.70749403890843E+017,
9.7074940303113E+017,"Ramallah, Palestine"
9.70749382642618E+017,
9.70749378813153E+017,"Rio de Janeiro, Brasil"
9.70749375000572E+017,
9.70749372031029E+017,NYC
9.70749358131024E+017,"South Holland, The Netherlands"
9.70749349306229E+017,"Atlanta, GA"
9.70749335246918E+017,Şırnak
9.70749319400767E+017,"Beaverton, Oregon"
9.70749286781776E+017,Present.
9.70749262257644E+017,Rio de Janeiro
9.70749240556143E+017,R.I.P CUATRO 
9.70749223254876E+017,"South Holland, The Netherlands"
9.70749210462249E+017,"Brooklyn, NY"
9.70749151498723E+017,"Raleigh, NC"
9.70749140811567E+017,"New York, USA"
9.70749136143307E+017,"São Paulo, Brasil"
9.70749120603291E+017,
9.7074911439584E+017,Amsterdam
9.7074908437724E+017,Complexo do Catarina - SG
9.70749083639075E+017,"Kentucky, USA"
9.70749080631697E+017,Saçmalama Mecrası Çıkmazı
9.70749071601341E+017,"Jacarepaguá, Rio de Janeiro"
9.70749055117811E+017,
9.7074904232935E+017,"Rio de Janeiro, Brasil"
9.7074900523076E+017,
9.70748993461473E+017,New York
9.70748964315123E+017,yay area
9.7074894975683E+017,"Hull, UK"
9.70748931587084E+017,Rio de Janeiro
9.70748909491507E+017,"Bahia, Brasil"
9.70748897143509E+017,
9.70748886267646E+017,Em algum lugar! 
9.70748871071731E+017,"Kirov, Russia"
9.70748860325859E+017,"Itaboraí, Brasil"
9.70748813999735E+017,North Carolina
9.70748807230128E+017,
9.70748803883074E+017,
9.70748800473162E+017,
9.7074877613355E+017,
9.70748768487342E+017,"Madureira, Rio de Janeiro"
9.70748695070339E+017,
9.70748673033372E+017,Central Florida
9.70748597871489E+017,Nigeria
9.70748593480065E+017,Rio de Janeiro
9.70748584835649E+017,
9.70748580507144E+017,Business Plan - Step-by-Step
9.70748530724815E+017,England
9.70748515692491E+017,
9.70748512194519E+017, USA 
9.70748486617575E+017,"Alabama, USA"
9.70748467416064E+017,
9.70748466048766E+017,
9.70748455940493E+017,Harlow Essex  ...
9.70748455810454E+017,
9.7074845136855E+017,México
9.70748433152831E+017,"Pickerington, OH"
9.70748431030477E+017,"Burlington,Ontario Canada"
9.70748421450515E+017,
9.70748417747009E+017,"Tucson, AZ"
9.70748402605666E+017,"Sorrento, Campania"
9.70748396595307E+017,south of heaven north of hell
9.70748274872406E+017,
9.70748256941613E+017,"Tucson, AZ"
9.70748238818087E+017,
9.7074820965924E+017,"Clackamas, OR"
9.70748208161976E+017,United Kingdom
9.70748206781878E+017,Delaware
9.70748206706495E+017,
9.7074815905921E+017,"Baltimore, OH"
